UniProt	GeneSym
Q9H4S2	GSX1
Q9H4Y5	GSTO2
Q9UHL9	GTF2IRD1
O95259	KCNH1
Q9UGQ3	SLC2A6
Q6PXP3	SLC2A7
O00178	GTPBP1
Q9H1H1	GTSF1L
Q9H252	KCNH6
Q9Y257	KCNK6
Q9HB15	KCNK12
Q7Z418	KCNK18
P51787	KCNQ1
Q02846	GUCY2D
Q14681	KCTD2
Q8WVF5	KCTD4
Q96MP8	KCTD7
Q6ZWB6	KCTD8
Q7Z2Y8	GVINP1
P30085	CMPK1
P07305	H1F0
Q02539	HIST1H1A
O14756	HSD17B6
Q8N371	KDM8
Q71UI9	H2AFV
Q6DN03	HIST2H2BC
Q6DRA6	HIST2H2BD
O75367	H2AFY
Q15726	KISS1
Q96MB7	HARBI1
P15104	GLUL
O15397	IPO8
Q96P70	IPO9
Q6NXS1	PPP1R2B
O14990	PPP1R2C
Q96PQ5	PPP1R2P1
Q9H8X2	IPPK
Q9Y573	IPP
Q8IWB1	ITPRIP
P42262	GRIA2
P42263	GRIA3
Q13002	GRIK2
P32298	GRK4
Q13003	GRIK3
Q14416	GRM2
Q14833	GRM4
P41594	GRM5
Q15181	PPA1
Q14831	GRM7
O00222	GRM8
Q4G1C9	GLIPR1L2
P30550	GRPR
Q92985	IRF7
Q02556	IRF8
Q00978	IRF9
A1A4Y4	IRGM
Q8WZA9	IRGQ
Q9BYG8	GSDMC
Q86U28	ISCA2
P57764	GSDMD
O60443	GSDME
Q14687	GSE1
Q6UXU4	GSG1L
P49840	GSK3A
Q9UK17	KCND3
Q03013	GSTM4
P46439	GSTM5
P0CG30	GSTT2B
Q8WWG9	KCNE4
Q8TAE7	KCNG3
Q8TDN1	KCNG4
A4D1E9	GTPBP10
Q92952	KCNN1
Q02747	GUCA2A
Q16661	GUCA2B
Q9H478	KCNQ1DN
P51841	GUCY2F
P12532	CKMT1A
Q9NXV2	KCTD5
Q8NC69	KCTD6
Q8N7I0	GVQW1
A0A096LPI5	GVQW2
Q96GX5	MASTL
Q4G148	GXYLT1
A0PJZ3	GXYLT2
P13807	GYS1
Q9UJ96	KCNG2
P11166	SLC2A1
O43824	GTPBP6
Q8NCM2	KCNH5
P11168	SLC2A2
P22732	SLC2A5
Q9H427	KCNK15
Q9UGI6	KCNN3
Q93077	HIST1H2AC
P20671	HIST1H2AD
P16104	H2AFX
Q16777	HIST2H2AC
Q9BTM1	H2AFJ
Q5QNW6	HIST2H2BF
P84243	H3F3A
P0DPK2	null
O60243	HS6ST1
P08631	HCK
P10721	KIT
Q9Y3Q4	HCN4
A0A0A0MT89	IGKJ1
Q16836	HADH
Q8N5S9	CAMKK1
P51610	HCFC1
Q8NEE0	KLHL30-AS1
Q8TBB5	KLHDC4
Q8NEP7	KLHDC9
Q9Y3E1	HDGFL3
Q9H0R4	HDHD2
Q9UIH9	KLF15
O15379	HDAC3
P42858	HTT
Q13887	KLF5
P42694	HELZ
P22557	ALAS2
Q8IZD2	KMT2E
O76087	GAGE7
O60755	GALR3
Q9BWX5	GATA5
Q8WUU5	GATAD1
O43716	GATC
Q8NEA6	GLIS3
P10070	GLI2
P32189	GK
P47871	GCGR
P01275	GCG
Q6P9A2	GALNT18
P02729	null
O00505	KPNA3
A0A0U1RQE8	GLYATL1B
P46976	GYG1
Q49A26	GLYR1
Q8WU03	GLYATL2
Q9Y692	GMEB1
Q04609	FOLH1
Q6ZQN5	FOXI2
O43559	FRS3
Q68CZ1	RPGRIP1L
P22083	FUT4
Q9NXK8	FBXL12
Q11130	FUT7
Q3SYB3	FOXD4L6
Q9ULW2	FZD10
P58550	FXYD6P3
O15117	FYB1
O95479	H6PD
Q9NQR9	G6PC2
P11413	G6PD
O14556	GAPDHS
P80404	ABAT
Q10471	GALNT2
Q14697	GANAB
Q8N292	GAPT
Q9NY28	GALNT8
Q9HCQ5	GALNT9
Q16775	HAGH
P23415	GLRA1
Q86SX6	GLRX5
Q5JXX5	GLRA4
A6NH11	GLTPD2
Q7Z4T8	GALNTL5
P14314	PRKCSH
P52292	KPNA2
Q969I3	GLYATL1
Q5SZD4	GLYATL3
Q9Y5P6	GMPPB
Q99445	GML
Q03113	GNA12
P63096	GNAI1
P09471	GNAO1
O95467	GNAS
Q8N0V5	GCNT2
Q08378	GOLGA3
Q92805	GOLGA1
Q5T6J7	IDNK
Q86XS8	RNF130
P80217	IFI35
Q9C086	INO80B
Q8NBZ0	INO80E
Q3T8J9	GON4L
Q6ZVE7	GOLT1A
Q3KP66	INAVA
Q9H8Y8	GORASP2
Q9NPR9	GPR108
Q8IX06	REXO1L1P
Q8IZ08	GPR135
Q16538	GPR162
P51810	GPR143
Q8TDV2	GPR148
O14626	GPR171
Q8NGU9	GPR150
Q6NV75	GPR153
Q86V85	GPR180
O15218	GPR182
Q5UAW9	GPR157
Q6UWK7	GPR15L
Q96EL1	INKA1
Q9NTI7	INKA2
P55259	GP2
Q8IU57	IFNLR1
O95050	INMT
Q8NBF1	GLIS1
P08151	GLI1
A7E2F4	GOLGA8A
A8MQT2	GOLGA8B
A6NN73	GOLGA8CP
Q0D2H9	GOLGA8DP
H3BSY2	GOLGA8M
Q17R60	IMPG1
Q08379	GOLGA2
Q7Z5G4	GOLGA7
Q14789	GOLGB1
O00461	GOLIM4
P01148	GNRH1
Q8NBJ4	GOLM1
Q9H4A6	GOLPH3
O43555	GNRH2
Q53TQ3	INO80D
Q8NI35	PATJ
O95249	GOSR1
P17181	IFNAR1
O14653	GOSR2
Q9HD26	GOPC
Q9Y3E0	GOLT1B
Q9BQQ3	GORASP1
Q96P66	GPR101
Q5VW38	GPR107
Q9NQS7	INCENP
Q8TDV5	GPR119
Q9UNW8	GPR132
P05111	INHA
Q7Z602	GPR141
Q86SP6	GPR149
Q8TDV0	GPR151
Q14439	GPR176
P32249	GPR183
P55103	INHBC
P58166	INHBE
P07359	GP1BA
P13224	GP1BB
Q9HCL2	GPAM
Q6NUI2	GPAT2
Q8N158	GPC2
Q53EU6	GPAT3
O75487	GPC4
Q9NZH0	GPRC5B
Q86UL3	GPAT4
Q9HC44	GPBP1L1
Q8N335	GPD1L
P49441	INPP1
Q1MX18	INSC
O15503	INSIG1
P21695	GPD1
Q9Y5Q6	INSL5
Q6ZSG2	INSYN2
P01308	INS
Q5TA45	INTS11
P43304	GPD2
Q86YW7	GPHB5
P07476	IVL
Q92917	GPKOW
P55073	DIO3
P61925	PKIA
Q9Y2B9	PKIG
Q8NFU5	IPMK
Q9UI26	IPO11
Q8TEX9	IPO4
O95373	IPO7
Q06547	GABPB1
O95177	GAS8-AS1
Q13480	GAB1
Q99501	GAS2L1
Q6ZQY3	GADL1
P62683	ERVK-21
Q9HDB9	ERVK-5
O43603	GALR2
Q53GS7	GLE1
O60565	GREM1
Q4ZG55	GREB1
Q9H772	GREM2
Q8TE85	GRHL3
P42261	GRIA1
P05154	SERPINA5
Q6ISB3	GRHL2
Q6ZVF9	GPRIN3
Q9C0E4	GRIP2
P34947	GRK5
Q96HH9	GRAMD2B
Q14832	GRM3
O15303	GRM6
P10914	IRF1
P14316	IRF2
Q13568	IRF5
O14896	IRF6
Q8TAX9	GSDMB
P48506	GCLC
O15499	GSC2
P00390	GSR
P21266	GSTM3
P30711	GSTT1
Q92896	GLG1
Q9UJ90	KCNE5
Q9H3M0	KCNF1
Q12809	KCNH2
Q8N3Z3	GTPBP8
P48048	KCNJ1
P48544	KCNJ5
P49915	GMPS
Q9NPC2	KCNK9
P57789	KCNK10
Q9HB14	KCNK13
Q96T55	KCNK16
Q9H2S1	KCNN2
Q8WWB7	GLMP
Q9NPH2	ISYNA1
Q99795	GPA33
Q8IXQ4	GPALPP1
O95872	GPANK1
P35052	GPC1
P51654	GPC3
P78333	GPC5
Q5T6X5	GPRC6A
Q9BT40	INPP5K
Q9Y581	INSL6
Q96T92	INSM2
F8WCM5	INS-IGF2
Q9NVR2	INTS10
Q96CB8	INTS12
Q9NVM9	INTS13
Q96SY0	INTS14
Q8N201	INTS1
Q9H0H0	INTS2
Q68E01	INTS3
Q96HW7	INTS4
Q6P9B9	INTS5
Q9NVH2	INTS7
Q9NV88	INTS9
Q99527	GPER1
Q9ULD6	INTU
Q96T91	GPHA2
Q13491	GPM6B
Q9C010	PKIB
P15382	KCNE1
P78417	GSTO1
Q9Y2Q3	GSTK1
Q9BZM3	GSX2
P09488	GSTM1
P28161	GSTM2
P78347	GTF2I
Q6EKJ0	GTF2IRD2B
Q9Y223	GNE
Q7Z3D6	DGLUCY
P14672	SLC2A4
P34896	SHMT1
A9QM74	KPNA7
Q14974	KPNB1
Q96IK5	GMCL1
Q8NEA9	GMCL2
P12268	IMPDH2
O60234	GMFG
Q96LU5	IMMP1L
Q9BVP2	GNL3
P22749	GNLY
Q14749	GNMT
Q12967	RALGDS
P15586	GNS
P29218	IMPA1
O14732	IMPA2
P30968	GNRHR
Q9H2G9	BLZF1
Q9NYA3	GOLGA6A
A6NDN3	GOLGA6B
A6NDK9	GOLGA6C
P0CG33	GOLGA6D
Q2TAP0	GOLGA7B
D6RF30	GOLGA8K
A6NCC3	GOLGA8O
H3BV12	GOLGA8Q
H3BPF8	GOLGA8S
Q13439	GOLGA4
Q9BZV3	IMPG2
O15327	INPP4B
Q9NPB8	GPCPD1
Q86WP2	GPBP1
Q9NRR6	INPP5E
Q9Y5U4	INSIG2
P51460	INSL3
Q14641	INSL4
Q01101	INSM1
P14616	INSRR
P06213	INSR
Q2T9L4	INSYN1
Q5JSJ4	INTS6L
Q9UL03	INTS6
O75311	GLRA3
P48167	GLRB
Q86SR1	GALNT10
Q8NCW6	GALNT11
Q8IUC8	GALNT13
Q8N3T1	GALNT15
Q8N428	GALNT16
Q6IB77	GLYAT
O00629	KPNA4
P52294	KPNA1
O15131	KPNA5
O60684	KPNA6
P34897	SHMT2
O15488	GYG2
O60547	GMDS
P20839	IMPDH1
P36959	GMPR
P29992	GNA11
Q14344	GNA13
P04899	GNAI2
P30679	GNA15
Q96EK6	GNPNAT1
P38405	GNAL
Q5JWF2	GNAS
P11488	GNAT1
A8MTJ3	GNAT3
P36915	GNL1
P19086	GNAZ
Q9BYB4	GNB1L
O14775	GNB5
Q9NV31	IMP3
P25089	FPR3
Q16658	FSCN1
Q6IN97	FRMPD2B
Q14CM0	FRMPD4
O95954	FTCD
Q8N0W3	FUK
Q9H0Q3	FXYD6
O60478	GPR137B
O75293	GADD45B
Q8TET4	GANC
P23769	GATA2
O60861	GAS7
Q9UBC7	GALP
P61952	GNG11
Q9P2W3	GNG13
P59768	GNG2
Q9UK08	GNG8
Q9H0R5	GBP3
Q6ZN66	GBP6
Q8N8V2	GBP7
Q8WUF5	PPP1R13L
B1ANH7	IBA57-AS1
P08833	IGFBP1
P18065	IGFBP2
P17936	IGFBP3
P22692	IGFBP4
P24593	IGFBP5
P24592	IGFBP6
Q16270	IGFBP7
Q8WX77	IGFBPL1
Q9P2D0	IBTK
P05155	SERPING1
Q8NDH6	ICA1L
Q05084	ICA1
P20810	CAST
P05362	ICAM1
P13598	ICAM2
P32942	ICAM3
Q14773	ICAM4
Q9UMF0	ICAM5
O75899	GABBR2
P62684	HERVK_113
Q01415	GALK2
P63145	ERVK-24
P41250	GARS
P50440	GATM
Q8NCI6	GLB1L3
P01215	CGA
P43220	GLP1R
O95838	GLP2R
P06028	GYPB
P04921	GYPC
Q14410	GK2
Q14409	GK3P
Q9H4A5	GOLPH3L
P02724	GYPA
P15421	GYPE
Q6ZS86	GK5
P35754	GLRX
Q9NS18	GLRX2
O76003	GLRX3
O94925	GLS
Q9UI32	GLS2
Q96FL9	GALNT14
P59646	FXYD4
Q9UN86	G3BP2
Q9BQS8	FYCO1
Q9H3Q3	GAL3ST2
P57057	SLC37A1
Q9UBS5	GABBR1
P07902	GALT
Q13068	GAGE4
Q7Z7M9	GALNT5
Q8NCL4	GALNT6
Q9NY12	GAR1
P34059	GALNS
Q9H0R6	QRSL1
P50151	GNG10
Q9UBI6	GNG12
A0A1W2PPG7	GNG14
P63215	GNG3
P50150	GNG4
P63218	GNG5
P32455	GBP1
P32456	GBP2
Q96PP9	GBP4
Q96PP8	GBP5
P10997	IAPP
Q4G0N0	GGTA1P
Q14390	GGTLC2
Q6Y7W6	GIGYF2
P50213	IDH3A
O43837	IDH3B
P51553	IDH3G
O75874	IDH1
P48735	IDH2
Q9UBU3	GHRL
Q9H1C3	GLT8D2
Q8IVK1	GLYCAM1
Q9H093	NUAK2
Q7Z417	NUFIP2
Q14980	NUMA1
Q93086	P2RX5
O15547	P2RX6
Q8NBR0	TP53I13
Q15102	PAFAH1B3
Q3MJ16	PLA2G4E
P04054	PLA2G1B
Q9UQ80	PA2G4
Q92569	PIK3R3
O15496	PLA2G10
Q9H361	PABPC3
Q96DU9	PABPC5
P01298	PPY
O14832	PHYH
Q9ULR5	PAIP2B
Q9H074	PAIP1
O96013	PAK4
Q9NQU5	PAK6
A0A075B759	PPIAL4E
P0DN37	PPIAL4G
Q9NP74	PALMD
Q5QFB9	PAPPA-AS1
Q96QZ0	PANX3
Q6QHF9	PAOX
Q4VXU2	PABPC1L
Q9H999	PANK3
Q6ZVX9	PAQR9
Q8IY49	MMD2
Q9NR21	PARP11
O43316	PAX4
Q9HBI0	PARVG
Q06710	PAX8
Q96RG2	PASK
Q9BXS6	NUSAP1
Q96RC9	OR8B4
Q8NGM9	OR8D4
Q15617	OR8G1
Q8NGP2	OR8J1
Q9Y619	SLC25A15
Q9BXI2	SLC25A2
Q8IV42	PSTK
O43913	ORC5
Q9NZ20	PLA2G3
Q9BRP4	PAAF1
Q96C36	PYCR2
Q9BZM2	PLA2G2F
Q15004	PCLAF
Q8N7H5	PAF1
Q96GU1	PAGE5
Q13153	PAK1
Q13177	PAK2
O75914	PAK3
Q9BPZ3	PAIP2
A6NDB9	PALM3
Q6UXH9	PAMR1
Q504Q3	PAN2
Q58A45	PAN3
P30566	ADSL
P31939	ATIC
Q96RD7	PANX1
Q5JQF8	PABPC1L2A
Q8TEW8	PARD3B
Q15546	MMD
Q8TB37	NUBPL
O60285	NUAK1
P04001	OPN1MW
Q96CV9	OPTN
O14718	RRH
P30953	OR1E1
O43749	OR1F1
Q96R84	OR1F2P
Q8NGS2	OR1J2
Q9Y585	OR1A2
Q8NH94	OR1L1
Q8NGR5	OR1L4
Q9GZK4	OR2H1
Q8NH06	OR1P1
Q8NGQ1	OR9G4
Q96RA2	OR7D2
Q8NGE9	OR9Q2
Q8NG99	OR7G2
Q96SN7	ORAI2
Q9BRQ5	ORAI3
Q8NGG7	OR8A1
Q8WZ84	OR8D1
Q8NGG1	OR8J2
Q9Y5N6	ORC6
Q9UJX0	OSGIN1
Q9BXW6	OSBPL1A
Q9H1P3	OSBPL2
Q86UW2	SLC51B
Q86WC4	OSTM1
P00480	OTC
P25105	PTAFR
A6NHN0	OTOL1
Q7RTS5	OTOP3
Q9NRC9	OTOR
Q8NHW6	OTOS
Q9UKA9	PTBP2
Q5XKR4	OTP
Q7L8S5	OTUD6A
Q8N6M0	OTUD6B
Q8TE49	OTUD7A
Q6GQQ9	OTUD7B
Q7RTZ1	OVCH2
O75127	PTCD1
Q5VV17	OTUD1
O43614	HCRTR2
Q9BRP0	OVOL2
Q6IE36	OVOS2
Q96HP4	OXNAD1
E9PB15	PTGES3L
Q9Y3E5	PTRH2
Q9H244	P2RY12
P56373	P2RX3
Q99571	P2RX4
Q96A73	KIAA1191
Q99572	P2RX7
P47900	P2RY1
P41231	P2RY2
Q7Z4N8	P4HA3
Q15077	P2RY6
Q06416	POU5F1B
P04637	TP53
O15350	TP73
P14555	PLA2G2A
Q8IVD9	NUDCD3
A6NF83	NUPR2
Q8NGG8	OR8B3
Q8NGG6	OR8B12
Q9GZM6	OR8D2
Q8N162	OR8H2
Q8N146	OR8H3
Q9Y3B8	REXO2
Q53H96	PYCR3
P27986	PIK3R1
Q9H3D4	TP63
Q68DD2	PLA2G4F
P39877	PLA2G5
P32322	PYCR1
Q9NZK7	PLA2G2E
Q9BY11	PACSIN1
Q9UNF0	PACSIN2
Q6TGC4	PADI6
Q9BSG0	PRADC1
P09466	PAEP
Q7Z2X7	PAGE2
Q9BTK6	PAGR1
P05120	SERPINB2
Q8NC51	SERBP1
P0DN26	PPIAL4F
A0A075B767	PPIAL4H
Q86YC2	PALB2
O75781	PALM
Q8WX93	PALLD
Q8IXS6	PALM2
O15504	NUPL2
Q9H208	OR10A2
P58181	OR10A3
Q8NGE5	OR10A7
Q9BVL2	NUP58
Q8NH81	OR10G6
Q8NGA6	OR10H5
P30954	OR10J1
P37198	NUP62
Q9BW27	NUP85
Q99567	NUP88
Q8N1F7	NUP93
P52948	NUP98
Q14691	GINS1
O15294	OGT
P11464	PSG1
Q8WWZ8	OIT3
Q9UQ74	PSG8
O75475	PSIP1
A6NGQ2	OOEP
O60313	OPA1
Q86WS3	OOSP2
Q9H6K4	OPA3
O95456	PSMG1
Q969U7	PSMG2
O60890	OPHN1
Q9H1Y3	OPN3
Q9UHM6	OPN4
P49810	PSEN2
Q8WXF1	PSPC1
P11686	SFTPC
Q6PGN9	PSRC1
P41143	OPRD1
P41145	OPRK1
P41146	OPRL1
P0DN77	OPN1MW2
P0DN78	OPN1MW3
P04000	OPN1LW
Q9UBM4	OPTC
Q8NGS0	OR1N1
O95918	OR2H2
Q9GZK6	OR2J1
O76002	OR2J2
O76001	OR2J3
Q8NGT1	OR2K2
Q8NG80	OR2L5
Q8N349	OR2L13
A3KFT3	OR2M5
O95047	OR2A4
Q96R48	OR2A5
Q8NH03	OR2T3
Q6IEZ7	OR2T5
P59922	OR2B8P
O95371	OR2C1
Q8NHB1	OR2V1
Q96R30	OR2V2
Q9Y3N9	OR2W1
Q7Z3T1	OR2W3
A6NFC9	OR2W5
O95006	OR2F2
Q8NGZ4	OR2G3
P47881	OR3A1
Q8NH83	OR4A5
Q8NGF8	OR4B1
P47883	OR3A4P
Q8NH72	OR4C6
Q96R67	OR4C12
Q8NGP0	OR4C13
Q8NGM1	OR4C15
Q15615	OR4D1
Q8NGE8	OR4D9
Q8NGI4	OR4D11
Q8NGC2	OR4E2
Q96R69	OR4F4
Q8NGB9	OR4F6
Q96R72	OR4K3
Q8NGD5	OR4K14
Q8NH41	OR4K15
Q8NGC6	OR4K17
Q8NH43	OR4L1
Q8NGB6	OR4M2
Q8NGD1	OR4N2
Q8IXE1	OR4N5
P0C623	OR4Q2
Q8NGB4	OR4S1
Q8NH49	OR4X1
Q8NGI9	OR5A2
Q8NH48	OR5B3
O95221	OR5F1
A6NKK0	OR5H1
Q8NGV7	OR5H2
P0DN80	OR5H8
Q8NH18	OR5J2
A6NMS3	OR5K4
Q8NGL2	OR5L1
Q8NGL0	OR5L2
Q8NGP3	OR5M9
Q6IEU7	OR5M10
Q8WZ94	OR5P3
Q8NG75	OR5T1
O95222	OR6A2
O95007	OR6B1
Q8NGW1	OR6B3
Q9NZP0	OR6C3
Q8NGE1	OR6C4
A6NF89	OR6C6
Q8NGY2	OR6K2
Q8NGM8	OR6M1
Q8NGG0	OR8J3
Q8NGQ2	OR6Q1
Q8NH40	OR6S1
Q8NH09	OR8S1
Q8NH10	OR8U1
Q15622	OR7A5
O76100	OR7A10
Q8NGU2	OR9A4
Q8NH87	OR9G1
Q8NGE7	OR9K2
Q8NGQ5	OR9Q1
Q8NG95	OR7G3
O43929	ORC4
Q9BQG2	NUDT12
P19338	NCL
Q8WV74	NUDT8
Q9BW91	NUDT9
Q13415	ORC1
Q8IYS5	OSCAR
Q8WVF1	OSCP1
Q9NX31	OSER1
Q9NPF4	OSGEP
Q9Y236	OSGIN2
A0A2R8Y4Y8	OOSP4B
Q9H0X9	OSBPL5
Q9BZF3	OSBPL6
Q86UW1	SLC51A
P61366	OSTN
Q6UWS5	PET117
Q6ZRI0	OTOG
Q7RTS6	OTOP2
Q7RTW8	OTOA
Q8WZ82	OVCA2
Q14761	PTPRCAP
Q12889	OVGP1
Q01804	OTUD4
Q6IE37	OVOS1
Q8TDS5	OXER1
P32242	OTX1
P14920	DAO
P60484	PTEN
Q96HA1	POM121
A8CG34	POM121C
A6NNC1	null
Q15072	ZNF146
Q8IYS1	PM20D2
Q5VU65	NUP210L
E9PI22	PRR23D1
P0DMB1	PRR23D2
Q3SYG4	BBS9
Q96NR3	PTCHD1
Q3KNS1	PTCHD3
Q6ZW05	PTCHD4
Q9UBL9	P2RX2
P13674	P4HA1
O15460	P4HA2
Q9NXG6	P4HTM
Q86VZ1	P2RY8
P68402	PAFAH1B2
Q8NFH5	NUP35
Q8NFH3	NUP43
Q9H209	OR10A4
Q8NGE0	OR10AD1
Q8NGN3	OR10G4
Q8NGN5	OR10G8
O60403	OR10H2
O60404	OR10H3
O14841	OPLAH
P35372	OPRM1
P08100	RHO
P03999	OPN1SW
Q8NHA8	OR1F12
O60431	OR1I1
Q9P1Q5	OR1A1
Q8NH93	OR1L3
Q8NGR2	OR1L6
P34982	OR1D2
Q8NGA1	OR1M1
Q8NGR9	OR1N2
Q8NGU4	OR2I1P
Q8NH92	OR1S1
Q8NG85	OR2L3
Q8NGY9	OR2L8
Q8NG83	OR2M3
Q8NGT9	OR2A1
Q6IF42	OR2A2
Q9NQN1	OR2S2
O43869	OR2T1
Q9GZK3	OR2B2
O76000	OR2B3
Q8NHC8	OR2T6
P0C7T2	OR2T7
Q8N628	OR2C3
Q13607	OR2F1
Q8NGZ5	OR2G2
Q5TZ20	OR2G6
P47893	OR3A2
P0C604	OR4A8
Q8NGL9	OR4C16
Q8NGJ1	OR4D6
Q8NGI6	OR4D10
P0C645	OR4E1
Q6IEY1	OR4F3
Q8NH21	OR4F5
Q8NGD4	OR4K1
Q8NGD2	OR4K2
Q8NGD3	OR4K5
Q8NH42	OR4K13
Q8NGD0	OR4M1
Q8N0Y3	OR4N4
Q8NGL7	OR4P4
Q8NH05	OR4Q3
Q8NH73	OR4S2
Q8NGF9	OR4X2
Q8NGJ0	OR5A1
Q96R09	OR5B2
Q96R08	OR5B12
Q8NGF7	OR5B17
A6NL26	OR5B21
Q8NGR4	OR5C1
Q8NGL4	OR5D13
Q8NGL3	OR5D14
Q8NGK9	OR5D16
Q8NGL1	OR5D18
P0C626	OR5G3
Q8NGV6	OR5H6
Q13606	OR5I1
Q8NHB7	OR5K1
Q8NHB8	OR5K2
A6NET4	OR5K3
Q8NGP8	OR5M1
Q8NGP4	OR5M3
Q8NGP6	OR5M8
Q96RB7	OR5M11
Q8WZ92	OR5P2
Q8NH85	OR5R1
Q8NGG2	OR5T2
Q8NGG3	OR5T3
Q9UGF6	OR5V1
Q8NH69	OR5W2
Q6IFH4	OR6B2
Q96RD1	OR6C1
Q9NZP2	OR6C2
Q8NGZ6	OR6F1
Q8NGC5	OR6J1
Q8NGY3	OR6K3
Q8NGW6	OR6K6
Q8NGY5	OR6N1
Q8NGY6	OR6N2
Q8NGG5	OR8K1
Q8NH51	OR8K3
Q8NH50	OR8K5
Q8NGN1	OR6T1
Q8N148	OR6V1
Q8NH79	OR6X1
Q8NGX8	OR6Y1
Q8NGA2	OR7A2P
Q8NGU1	OR9A1P
Q8NGT5	OR9A2
O60412	OR7C2
P0C7N8	OR9G9
Q8NGQ6	OR9I1
Q8NG98	OR7D4
Q8NGA0	OR7G1
P0DMU2	OR8G3P
Q15620	OR8B8
O43612	HCRT
Q13438	OS9
Q969R2	OSBP2
Q9BXB5	OSBPL10
Q9BXB4	OSBPL11
Q99650	OSMR
Q9H4B0	OSGEPL1
Q9H4L5	OSBPL3
Q9BZF1	OSBPL8
Q8IYL9	GPR65
P0DJ07	PET100
P10451	SPP1
Q7Z6K3	PTAR1
Q9HC10	OTOF
Q3ZCN5	OTOGL
Q7RTM1	OTOP1
O95758	PTBP3
Q9Y6C5	PTCH2
Q96FW1	OTUB1
Q7RTY7	OVCH1
Q5T2D3	OTUD3
O14753	OVOL1
Q15070	OXA1L
Q96BN8	OTULIN
Q5BKU9	OXLD1
O95747	OXSR1
Q9UNP9	PPIE
Q13427	PPIG
Q9Y5A7	NUB1
O95989	NUDT3
Q9Y6R0	NUMBL
Q9NUU6	OTULINL
Q96P68	OXGR1
P32243	OTX2
Q9NWU1	OXSM
Q96RQ9	IL4I1
Q8N573	OXR1
P30559	OXTR
A6NF01	POM121B
Q3SYA9	POM121L1P
Q96KW2	POM121L2
Q6GTS8	PM20D1
Q8N7R1	POM121L12
A8MW92	PHF20L1
Q96BW5	PTER
Q7RTS3	PTF1A
O00398	P2RY10
Q96G91	P2RY11
Q9BPV8	P2RY13
Q15391	P2RY14
P51582	P2RY4
O00459	PIK3R2
Q86XP0	PLA2G4D
Q9Y2J8	PADI2
Q9ULW8	PADI3
Q86VP3	PACS2
Q86U42	PABPN1
Q13093	PLA2G7
Q96RS6	NUDCD1
Q9Y266	NUDC
P0C024	NUDT7
Q9H207	OR10A5
Q8NH74	OR10A6
Q8NH08	OR10AC1
Q8NH19	OR10AG1
Q96KK4	OR10C1
Q8NH80	OR10D3
Q8NGC3	OR10G2
Q8NGN6	OR10G7
Q8NGN4	OR10G9
Q9Y4A9	OR10H1
Q8NHC4	OR10J5
Q8NGX5	OR10K1
Q9UQ72	PSG11
P11465	PSG2
Q16557	PSG3
P47874	OMP
P0CE72	OCM
O95948	ONECUT2
A0A2R8YFM6	OOSP3
Q8TAA3	PSMA8
Q14982	OPCML
O00233	PSMD9
Q06323	PSME1
Q9UL46	PSME2
P61289	PSME3
Q14997	PSME4
Q92530	PSMF1
Q5JS54	PSMG4
P47887	OR1E2
Q8WZA6	OR1E3
P47890	OR1G1
Q8NGS3	OR1J1
Q8NGS1	OR1J4
Q8NGR3	OR1K1
Q8NGR6	OR1B1
Q15619	OR1C1
Q8NGR8	OR1L8
P47884	OR1D4
P58170	OR1D5
Q15612	OR1Q1
Q8NGQ3	OR1S2
Q8NH16	OR2L2
Q96R28	OR2M2
Q96R27	OR2M4
Q8NG81	OR2M7
Q96R45	OR2A7
Q6IF00	OR2T2
Q8NH00	OR2T4
P58173	OR2B6
Q5JQS5	OR2B11
A6NH00	OR2T8
Q9H210	OR2D2
Q8NGH3	OR2D3
Q8NHA6	OR2W6P
Q8NGV0	OR2Y1
Q8NG97	OR2Z1
Q8NGN8	OR4A4P
P47888	OR3A3
Q8NH37	OR4C3
Q8NGB2	OR4C5
Q6IEV9	OR4C11
P58180	OR4D2
Q8NGN0	OR4D5
Q8NGX9	OR6P1
P0C7N1	OR8U8
P0C7N5	OR8U9
O14581	OR7A17
O76099	OR7C1
Q13416	ORC2
Q9UBD5	ORC3
Q96RD0	OR8B2
Q8NG78	OR8G5
Q8NGG4	OR8H1
Q8N0Y5	OR8I2
Q9BZF2	OSBPL7
Q96SU4	OSBPL9
Q8N9H8	EXD3
Q96S97	MYADM
Q9NR99	MXRA5
A0A1B0GUC4	MYOCOS
P10243	MYBL1
Q8N699	MYCT1
P52945	PDX1
Q9H1R3	MYLK2
Q9UKX2	MYH2
P05976	MYL1
O94832	MYO1D
O00160	MYO1F
B2RTY4	MYO9A
Q86VE0	MYPOP
Q86UW6	N4BP2
P28698	MZF1
Q9NPC6	MYOZ2
Q5TBK1	N4BP2L1
Q9H1M0	NUP62CL
P25208	NFYB
P01185	AVP
Q12986	NFX1
Q9BYT8	NLN
Q86UQ8	NFE4
P12036	NEFH
Q5T2W1	PDZK1
P28336	NMBR
Q9GZQ4	NMUR2
Q8TCU5	GRIN3A
Q05586	GRIN1
Q9HC29	NOD2
Q5H8A3	NMS
P30419	NMT1
Q96MY1	NOL4L
O94818	NOL4
Q15155	NOMO1
Q9H6R4	NOL6
Q8IVI9	NOSTRIN
Q6P988	NOTUM
P35228	NOS2
Q99457	NAP1L3
Q99743	NPAS2
E9PIF3	NPIPA2
